Open time,Symbol,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
2019-07-06,ETHUSDT,287.32,296.71,285.28,288.29,196064.64705,2019-07-06 23:59:59.999,57137782.5984704,122419,102266.21407,29822059.7840502
2019-07-07,ETHUSDT,288.29,309.69,284.25,304.72,246111.36595,2019-07-07 23:59:59.999,73170809.7629514,146592,128914.23303,38323739.2389253
2019-07-08,ETHUSDT,304.72,313.74,300.78,311.97,289607.34177,2019-07-08 23:59:59.999,88890021.7460584,156865,155290.87882,47663542.0548244
2019-07-09,ETHUSDT,311.96,318.19,302.69,307.46,309447.34927,2019-07-09 23:59:59.999,96199378.5403265,183056,158621.20585,49313438.4680239
2019-07-10,ETHUSDT,307.46,314.18,281.04,289.23,457080.94063,2019-07-10 23:59:59.999,135779813.6086586,241966,220628.79918,65634737.7922107
2019-07-11,ETHUSDT,289.23,289.23,262.12,268.63,501592.75211,2019-07-11 23:59:59.999,136450969.6452713,278211,250154.92476,67985249.5938022
2019-07-12,ETHUSDT,268.67,278.99,266.21,274.62,266734.54213,2019-07-12 23:59:59.999,72743548.0414527,150653,133477.16896,36403353.6742783
2019-07-13,ETHUSDT,274.53,275.04,262.2,268.79,205959.26849,2019-07-13 23:59:59.999,55323572.09371,132115,103948.50825,27932555.7427887
2019-07-14,ETHUSDT,268.8,269.74,222.81,225.85,540052.58421,2019-07-14 23:59:59.999,130785858.9998518,260313,256989.83281,62336864.2919122
2019-07-15,ETHUSDT,225.83,235.58,203.08,228.2,715991.20688,2019-07-15 23:59:59.999,159784811.6372373,320571,370737.93141,82748710.0325845
2019-07-16,ETHUSDT,228.2,234.5,192.25,198.88,715604.83198,2019-07-16 23:59:59.999,151473621.6451511,315783,350245.42111,74235131.6219668
2019-07-17,ETHUSDT,198.94,219.86,191.84,210.81,694854.10132,2019-07-17 23:59:59.999,143020071.9619188,306708,363231.97342,74755310.406139
2019-07-18,ETHUSDT,210.8,229.65,205.71,225.73,609081.49094,2019-07-18 23:59:59.999,132637638.7901553,264573,315755.33217,68768554.5442681
2019-07-19,ETHUSDT,225.75,226.23,212.52,220.73,371622.21865,2019-07-19 23:59:59.999,81600507.572648,178357,190528.38687,41844302.3462034
2019-07-20,ETHUSDT,220.84,235.09,219.78,228.2,325393.97225,2019-07-20 23:59:59.999,74182517.2396253,158590,169537.41035,38635155.0175273
2019-07-21,ETHUSDT,228.25,229.66,216.99,225.38,270046.1519,2019-07-21 23:59:59.999,60421739.0469762,149561,140104.17634,31348016.1188576
2019-07-22,ETHUSDT,225.49,228.34,212.25,217.51,271310.40446,2019-07-22 23:59:59.999,59602149.0419698,155651,135135.21114,29686484.5238861
2019-07-23,ETHUSDT,217.59,219.55,208.36,212.48,317876.48242,2019-07-23 23:59:59.999,67930201.6731321,169515,167094.99959,35723920.9362872
2019-07-24,ETHUSDT,212.55,218.28,202.0,216.31,331162.6484,2019-07-24 23:59:59.999,69281797.0165171,188919,171125.24668,35806472.7728322
2019-07-25,ETHUSDT,216.31,225.12,215.23,219.14,280370.29627,2019-07-25 23:59:59.999,62017449.3573358,167223,143500.50787,31739139.4401324
2019-07-26,ETHUSDT,219.14,220.0,212.71,218.81,197781.98653,2019-07-26 23:59:59.999,42839496.5355307,133271,98990.46002,21451386.7141219
2019-07-27,ETHUSDT,218.81,223.3,203.0,207.3,301209.41113,2019-07-27 23:59:59.999,63931823.1551626,180170,144808.2727,30764264.4030654
2019-07-28,ETHUSDT,207.3,213.52,198.24,211.62,218801.16693,2019-07-28 23:59:59.999,45414505.7900188,132599,112178.92834,23306098.1794536
2019-07-29,ETHUSDT,211.58,215.83,206.59,210.89,226941.28,2019-07-29 23:59:59.999,47853275.1272464,133256,117589.6207,24797810.0260271
2019-07-30,ETHUSDT,210.84,214.36,204.4,209.58,222683.79393,2019-07-30 23:59:59.999,46627086.4841072,129043,126515.06354,26492366.5375571
2019-07-31,ETHUSDT,209.57,218.79,209.2,218.42,207213.55658,2019-07-31 23:59:59.999,44416634.9002688,122971,112082.92487,24015279.2823591
2019-08-01,ETHUSDT,218.42,219.39,210.54,216.84,186806.18844,2019-08-01 23:59:59.999,40054998.6824046,116919,91849.72101,19701902.8080038
2019-08-02,ETHUSDT,216.8,222.18,214.31,217.61,206867.03039,2019-08-02 23:59:59.999,45116694.8592759,123571,107794.76515,23519748.7564151
2019-08-03,ETHUSDT,217.69,224.51,216.62,222.14,181591.95296,2019-08-03 23:59:59.999,40285734.5319214,110659,93873.07584,20826255.2668066
2019-08-04,ETHUSDT,222.14,223.34,216.9,221.79,135622.0258,2019-08-04 23:59:59.999,29836777.6913328,90502,69386.02134,15271619.6386669
2019-08-05,ETHUSDT,221.79,236.25,221.79,233.54,307956.27211,2019-08-05 23:59:59.999,70962003.8432999,173092,163211.99796,37595426.3569045
2019-08-06,ETHUSDT,233.53,239.15,223.03,226.28,341279.08159,2019-08-06 23:59:59.999,78590684.0215889,172932,166236.76616,38300035.9255002
2019-08-07,ETHUSDT,226.31,231.25,220.95,226.1,279104.7037,2019-08-07 23:59:59.999,63135096.4855769,159413,146171.93629,33073899.2259744
2019-08-08,ETHUSDT,226.11,228.5,215.51,221.39,236886.35423,2019-08-08 23:59:59.999,52730777.0692849,132568,114109.47371,25416104.6077795
2019-08-09,ETHUSDT,221.38,221.79,207.3,210.53,232062.12757,2019-08-09 23:59:59.999,49415315.754676,140538,115399.67299,24569637.0194787
2019-08-10,ETHUSDT,210.52,215.0,202.6,206.48,252614.02389,2019-08-10 23:59:59.999,52534644.5700389,142706,128386.06493,26723409.6908843
2019-08-11,ETHUSDT,206.48,216.94,206.14,216.42,188474.09048,2019-08-11 23:59:59.999,39875149.5480282,112904,98456.65063,20830756.9336701
2019-08-12,ETHUSDT,216.41,216.81,209.75,211.41,122760.94619,2019-08-12 23:59:59.999,26091487.959004,85543,64061.87617,13616765.0787879
2019-08-13,ETHUSDT,211.58,214.3,204.0,209.3,166922.48201,2019-08-13 23:59:59.999,34861802.3965168,102967,77187.83946,16124639.8676043
2019-08-14,ETHUSDT,209.31,209.9,183.49,187.1,325228.98931,2019-08-14 23:59:59.999,63597043.1885792,171181,152334.65364,29840308.6371874
2019-08-15,ETHUSDT,187.08,189.95,181.23,188.03,237953.09426,2019-08-15 23:59:59.999,44183760.7061055,119008,110230.51548,20470122.3189154
2019-08-16,ETHUSDT,187.98,188.39,178.04,184.88,282177.01584,2019-08-16 23:59:59.999,51945182.4708607,150695,140331.02072,25845940.5162068
2019-08-17,ETHUSDT,184.83,187.0,181.83,185.59,138799.61508,2019-08-17 23:59:59.999,25599796.9046516,101721,71194.91465,13132405.0101805
2019-08-18,ETHUSDT,185.67,197.91,183.35,194.33,175363.5062,2019-08-18 23:59:59.999,33655229.0922308,102057,92430.25179,17745835.5299511
2019-08-19,ETHUSDT,194.32,203.59,192.7,202.28,239541.5978,2019-08-19 23:59:59.999,47675347.062822,116606,122389.69465,24373123.0969118
2019-08-20,ETHUSDT,202.24,202.75,194.45,196.6,189297.75494,2019-08-20 23:59:59.999,37412398.975662,109559,94655.34043,18715872.1720154
2019-08-21,ETHUSDT,196.55,197.2,179.53,187.45,284973.64194,2019-08-21 23:59:59.999,53434048.9529292,150215,143327.26923,26891929.3785135
2019-08-22,ETHUSDT,187.45,195.14,182.8,190.35,245575.98772,2019-08-22 23:59:59.999,46426395.0486722,160105,128088.29346,24209793.1584077
2019-08-23,ETHUSDT,190.36,196.19,188.16,194.02,192548.51552,2019-08-23 23:59:59.999,37022930.5704567,128090,103654.44392,19932276.9172835
2019-08-24,ETHUSDT,194.02,194.09,185.63,190.6,167806.34294,2019-08-24 23:59:59.999,31786227.8626633,104191,87395.56483,16560915.4171937
2019-08-25,ETHUSDT,190.6,192.4,182.8,186.54,169862.91522,2019-08-25 23:59:59.999,31935951.290364,103115,85922.30698,16166046.5074682
2019-08-26,ETHUSDT,186.54,193.7,186.0,188.67,254397.79472,2019-08-26 23:59:59.999,48298621.3154217,130551,130191.14191,24724798.0108531
2019-08-27,ETHUSDT,188.61,189.49,184.75,187.24,157898.563,2019-08-27 23:59:59.999,29513243.50055,96138,82742.89368,15472438.951821
2019-08-28,ETHUSDT,187.3,188.25,166.48,173.03,334480.61761,2019-08-28 23:59:59.999,59498959.9665215,146334,157842.22951,28080878.6621957
2019-08-29,ETHUSDT,173.03,173.5,163.61,169.01,295241.216,2019-08-29 23:59:59.999,49838097.1661885,142645,148944.8435,25147070.1128861
2019-08-30,ETHUSDT,169.03,170.77,165.55,168.5,238616.68868,2019-08-30 23:59:59.999,40216956.5994906,114316,122176.9996,20594004.0637259
2019-08-31,ETHUSDT,168.48,174.98,165.63,171.57,194999.19583,2019-08-31 23:59:59.999,32983642.8432588,101425,103927.9217,17578505.1413091
2019-09-01,ETHUSDT,171.52,173.42,167.61,170.74,191140.52368,2019-09-01 23:59:59.999,32627380.9318131,93036,105365.5583,17994754.9587878
2019-09-02,ETHUSDT,170.73,181.0,170.02,178.05,294627.31247,2019-09-02 23:59:59.999,51446380.4485707,116596,158324.35888,27630121.2450927
2019-09-03,ETHUSDT,178.0,183.0,174.09,178.75,327857.85447,2019-09-03 23:59:59.999,58621819.3554533,147758,169339.58256,30289715.3792245
2019-09-04,ETHUSDT,178.79,180.14,173.0,174.72,286226.25171,2019-09-04 23:59:59.999,50629395.4918831,140298,150944.76267,26708432.4887996
2019-09-05,ETHUSDT,174.7,176.19,168.1,173.75,232753.83596,2019-09-05 23:59:59.999,40247496.5629039,123424,119903.03976,20744424.5091044
2019-09-06,ETHUSDT,173.74,177.87,165.0,169.08,315822.37984,2019-09-06 23:59:59.999,54567316.6059573,146974,159799.71519,27630766.570622
2019-09-07,ETHUSDT,169.11,180.8,168.3,177.62,253831.23169,2019-09-07 23:59:59.999,44282963.3065402,134155,133267.63152,23253160.9813944
2019-09-08,ETHUSDT,177.58,184.18,176.13,181.19,290083.47501,2019-09-08 23:59:59.999,52424648.7184664,143793,141391.15011,25550952.6497048
2019-09-09,ETHUSDT,181.18,185.38,176.01,180.54,273729.94868,2019-09-09 23:59:59.999,49340881.2345897,140362,141443.31955,25513939.7660326
2019-09-10,ETHUSDT,180.52,184.36,177.0,179.81,238387.50999,2019-09-10 23:59:59.999,43067898.9051214,116866,120273.5916,21739616.7388069
2019-09-11,ETHUSDT,179.87,182.8,173.0,178.28,278555.46708,2019-09-11 23:59:59.999,49657474.9751696,130317,141851.70528,25297845.5038243
2019-09-12,ETHUSDT,178.3,182.38,176.62,180.72,203543.13663,2019-09-12 23:59:59.999,36419973.2297372,102872,112207.26467,20089959.5402926
2019-09-13,ETHUSDT,180.71,181.38,177.54,180.95,264422.54059,2019-09-13 23:59:59.999,47382425.1919217,109752,144556.81427,25900901.4487013
2019-09-14,ETHUSDT,180.96,188.79,179.75,188.13,279371.83423,2019-09-14 23:59:59.999,51424561.3917001,113052,163939.13161,30184362.4581044
2019-09-15,ETHUSDT,188.14,190.45,185.76,189.03,288928.60827,2019-09-15 23:59:59.999,54373471.3852245,106052,153265.22338,28851541.5617546
2019-09-16,ETHUSDT,189.05,199.44,188.3,197.22,551006.81686,2019-09-16 23:59:59.999,106449156.0300247,166031,287085.88662,55479062.6795736
2019-09-17,ETHUSDT,197.23,215.13,195.74,207.84,715863.2262,2019-09-17 23:59:59.999,145945114.8695818,214041,364269.0599,74305060.6653879
2019-09-18,ETHUSDT,207.85,217.27,207.66,210.21,539028.51013,2019-09-18 23:59:59.999,114703107.2717186,182943,266269.5488,56661498.9135598
2019-09-19,ETHUSDT,210.27,223.94,202.3,220.24,844358.82155,2019-09-19 23:59:59.999,179595728.8138375,230867,419271.71181,89171155.2111721
2019-09-20,ETHUSDT,220.26,221.54,212.05,218.03,437804.12669,2019-09-20 23:59:59.999,95069640.6241525,133129,220337.02958,47843315.1373283
2019-09-21,ETHUSDT,218.01,221.5,213.2,215.05,417891.5242,2019-09-21 23:59:59.999,90638548.2352924,105391,207179.70785,44946677.5338025
2019-09-22,ETHUSDT,215.04,215.61,206.1,211.2,445388.94787,2019-09-22 23:59:59.999,93662351.5045333,108397,223157.30567,46925558.4318157
2019-09-23,ETHUSDT,211.2,211.68,198.65,201.29,392437.07084,2019-09-23 23:59:59.999,80922890.4608859,121866,195784.51789,40407536.3329092
2019-09-24,ETHUSDT,201.25,202.98,150.03,165.81,1478218.82714,2019-09-24 23:59:59.999,263412071.5312026,383778,729145.32328,129975736.5432907
2019-09-25,ETHUSDT,165.72,174.85,161.88,169.96,879001.46213,2019-09-25 23:59:59.999,147619414.1358966,251456,447020.54762,75075150.3165501
2019-09-26,ETHUSDT,169.96,171.01,152.11,165.92,779942.17148,2019-09-26 23:59:59.999,127948136.2708905,202020,391258.95488,64200383.8009655
2019-09-27,ETHUSDT,165.92,176.72,161.03,173.79,634932.96707,2019-09-27 23:59:59.999,106461443.899721,183611,329233.87612,55179324.539611
2019-09-28,ETHUSDT,173.83,175.49,168.0,173.49,521775.46593,2019-09-28 23:59:59.999,90120971.1669136,159337,270120.29369,46660616.64463
2019-09-29,ETHUSDT,173.5,174.5,164.12,169.24,410855.12176,2019-09-29 23:59:59.999,69327213.6474489,136438,207251.58216,34973566.9837282
2019-09-30,ETHUSDT,169.26,181.24,165.01,180.85,580295.3997,2019-09-30 23:59:59.999,100443187.7716862,175354,305126.83015,52861123.0457749
2019-10-01,ETHUSDT,180.89,185.53,173.19,175.66,609972.52717,2019-10-01 23:59:59.999,109365005.3617921,168529,297585.37703,53364455.2516213
2019-10-02,ETHUSDT,175.65,181.29,173.65,180.24,348268.1162,2019-10-02 23:59:59.999,61530973.8042317,96660,176207.85499,31146275.9420526
2019-10-03,ETHUSDT,180.24,180.72,169.55,174.69,354756.78478,2019-10-03 23:59:59.999,62001237.4817829,101114,170712.79827,29848620.5654113
2019-10-04,ETHUSDT,174.71,178.98,170.74,175.55,333897.63876,2019-10-04 23:59:59.999,58470302.1445434,89655,178481.72947,31249755.4576251
2019-10-05,ETHUSDT,175.55,176.71,172.02,176.25,278488.61771,2019-10-05 23:59:59.999,48647162.438982,90341,148677.3776,25974848.8935678
2019-10-06,ETHUSDT,176.23,177.04,167.68,170.1,314932.39629,2019-10-06 23:59:59.999,54241930.1254795,114662,150053.25603,25855508.5685196
2019-10-07,ETHUSDT,170.08,182.32,168.68,179.85,496523.48038,2019-10-07 23:59:59.999,87617964.5675863,159802,269524.79092,47538485.1585836
2019-10-08,ETHUSDT,179.88,184.87,177.0,180.6,400832.37828,2019-10-08 23:59:59.999,72432729.9845929,139925,198505.85063,35879440.8814166
2019-10-09,ETHUSDT,180.61,195.53,178.96,192.62,562506.82189,2019-10-09 23:59:59.999,105551736.4844096,182290,296581.72445,55656345.7032833
2019-10-10,ETHUSDT,192.61,194.2,186.88,191.14,436588.58452,2019-10-10 23:59:59.999,83367952.3933486,150166,226305.55384,43218136.0930318
2019-10-11,ETHUSDT,191.18,196.65,179.41,180.72,621693.63125,2019-10-11 23:59:59.999,115872479.7661273,181427,300995.2989,56109324.6919131
2019-10-12,ETHUSDT,180.65,184.64,177.59,179.68,290415.22038,2019-10-12 23:59:59.999,52895345.3826257,118775,147805.76792,26936589.7404453
2019-10-13,ETHUSDT,179.65,184.95,178.52,180.99,247589.23231,2019-10-13 23:59:59.999,45067340.4221513,113448,124690.60376,22703924.6468929
2019-10-14,ETHUSDT,180.98,187.54,180.43,186.72,279732.84612,2019-10-14 23:59:59.999,51494870.2773636,123915,145915.38133,26856962.9179609
2019-10-15,ETHUSDT,186.7,188.37,175.96,180.49,405466.38109,2019-10-15 23:59:59.999,73998014.4472151,155734,200056.7357,36519397.8315739
2019-10-16,ETHUSDT,180.52,181.44,171.81,174.47,347764.93459,2019-10-16 23:59:59.999,61180262.7759032,151051,174413.51344,30692249.7207744
2019-10-17,ETHUSDT,174.52,178.96,172.61,177.16,298795.8198,2019-10-17 23:59:59.999,52578052.9440327,133295,157556.94002,27723058.4212719
2019-10-18,ETHUSDT,177.17,177.44,168.66,172.74,319602.48508,2019-10-18 23:59:59.999,55285684.61343,139612,152605.77187,26410422.9471261
2019-10-19,ETHUSDT,172.78,174.98,169.44,171.79,296918.73026,2019-10-19 23:59:59.999,51269466.0425387,127763,153698.71472,26548317.2330443
2019-10-20,ETHUSDT,171.84,176.88,169.21,175.22,299141.07152,2019-10-20 23:59:59.999,51654250.0652548,125469,161874.58359,27947258.5306227
2019-10-21,ETHUSDT,175.18,177.9,171.59,173.98,270608.51385,2019-10-21 23:59:59.999,47204344.2406268,128045,140196.68285,24473074.1874633
2019-10-22,ETHUSDT,174.0,175.04,170.3,171.2,255429.41624,2019-10-22 23:59:59.999,44176123.2085981,123180,125146.21334,21648645.7813629
2019-10-23,ETHUSDT,171.19,171.49,153.45,162.35,746955.09806,2019-10-23 23:59:59.999,121126428.2285973,238790,349055.6466,56615958.4102614
2019-10-24,ETHUSDT,162.35,163.72,158.72,160.38,387310.83766,2019-10-24 23:59:59.999,62419095.1068171,159778,201844.94482,32531887.3359917
2019-10-25,ETHUSDT,160.39,187.78,160.25,181.5,904832.86059,2019-10-25 23:59:59.999,157496890.7226022,267143,477807.72341,83125683.1184057
2019-10-26,ETHUSDT,181.53,197.74,173.8,179.49,1211737.43684,2019-10-26 23:59:59.999,222906937.7909978,373782,616841.96023,113546883.0988435
2019-10-27,ETHUSDT,179.42,188.7,176.22,183.75,724423.40525,2019-10-27 23:59:59.999,132329593.3936198,262415,385013.11426,70337311.6617526
2019-10-28,ETHUSDT,183.84,189.48,180.35,181.72,582179.44545,2019-10-28 23:59:59.999,106933716.670613,225343,295482.30631,54279347.8798403
2019-10-29,ETHUSDT,181.67,192.74,181.26,190.46,529964.5054,2019-10-29 23:59:59.999,99024969.8434844,212841,269645.51621,50376777.2762609
2019-10-30,ETHUSDT,190.45,191.71,179.28,183.13,537770.43056,2019-10-30 23:59:59.999,99508269.890319,194946,264989.49925,48993402.7332499
2019-10-31,ETHUSDT,183.14,185.27,177.66,182.18,410969.86104,2019-10-31 23:59:59.999,74696032.7315675,167038,210699.39971,38302299.7730547
2019-11-01,ETHUSDT,182.19,184.5,177.02,182.85,331519.76963,2019-11-01 23:59:59.999,60092727.1391759,154534,176366.39217,31984647.8842037
2019-11-02,ETHUSDT,182.86,186.0,181.53,182.91,179864.39739,2019-11-02 23:59:59.999,32936676.7082053,107048,89462.03413,16385817.1028025
2019-11-03,ETHUSDT,182.9,184.7,178.95,181.54,232621.52147,2019-11-03 23:59:59.999,42260620.3770286,109861,117372.86999,21322878.2906018
2019-11-04,ETHUSDT,181.53,188.64,180.36,185.71,321175.29134,2019-11-04 23:59:59.999,59357371.3141338,147624,174839.08251,32310789.0023629
2019-11-05,ETHUSDT,185.71,192.51,182.22,188.68,389668.6472,2019-11-05 23:59:59.999,73036074.7809727,184562,200247.68513,37563350.6707834
2019-11-06,ETHUSDT,188.65,195.09,187.72,191.16,343219.9224,2019-11-06 23:59:59.999,65471595.2070074,160110,173260.42539,33061667.0658034
2019-11-07,ETHUSDT,191.16,192.27,184.59,186.68,309882.08206,2019-11-07 23:59:59.999,58150631.2768295,152881,155433.46587,29169549.299448
2019-11-08,ETHUSDT,186.67,188.26,181.41,183.74,365029.75027,2019-11-08 23:59:59.999,67305417.4050575,167904,175732.31788,32419070.5580489
2019-11-09,ETHUSDT,183.71,185.79,182.63,184.89,192073.38044,2019-11-09 23:59:59.999,35441967.7656995,112521,97836.42113,18053843.3756073
2019-11-10,ETHUSDT,184.86,191.58,183.3,188.96,274940.53448,2019-11-10 23:59:59.999,51648623.2863399,133008,139412.49207,26196034.4376513
2019-11-11,ETHUSDT,188.96,190.19,184.06,184.98,255579.93429,2019-11-11 23:59:59.999,47746876.4565624,128079,125060.86932,23366849.5046364
2019-11-12,ETHUSDT,184.98,187.65,182.41,187.09,256782.63119,2019-11-12 23:59:59.999,47636043.3528847,124488,130189.09727,24161522.4252667
2019-11-13,ETHUSDT,187.09,189.66,185.3,188.11,197273.84001,2019-11-13 23:59:59.999,36936429.9359435,89631,101255.98817,18965818.2535188
2019-11-14,ETHUSDT,188.07,188.72,183.34,184.92,245505.29971,2019-11-14 23:59:59.999,45523714.0985551,114266,117241.99539,21743851.2765566
2019-11-15,ETHUSDT,184.93,186.7,177.67,180.0,407466.78964,2019-11-15 23:59:59.999,74217250.1727187,156868,196587.25275,35827558.0803339
2019-11-16,ETHUSDT,179.99,183.46,179.3,182.37,172801.52576,2019-11-16 23:59:59.999,31378510.0153897,89596,86531.48564,15713912.2309038
2019-11-17,ETHUSDT,182.37,186.09,180.0,183.82,198892.4372,2019-11-17 23:59:59.999,36509968.6991013,93753,99564.29673,18284470.261242
2019-11-18,ETHUSDT,183.82,184.06,175.01,178.2,293551.23632,2019-11-18 23:59:59.999,52985734.2807839,131823,134230.72271,24254035.0782702
2019-11-19,ETHUSDT,178.2,178.52,172.65,175.94,275886.6411,2019-11-19 23:59:59.999,48414106.9569336,125824,138098.32741,24234932.9983965
2019-11-20,ETHUSDT,175.93,177.41,173.5,174.72,216315.93309,2019-11-20 23:59:59.999,38001672.1930986,106534,105958.65927,18616351.3319533
2019-11-21,ETHUSDT,174.75,175.85,157.26,161.01,473895.92992,2019-11-21 23:59:59.999,78641896.2303806,178521,234632.37028,38906646.5015915
2019-11-22,ETHUSDT,161.02,162.79,138.0,149.56,977977.23794,2019-11-22 23:59:59.999,147595324.5643929,324167,460516.29463,69562234.114763
2019-11-23,ETHUSDT,149.55,154.33,146.11,151.84,369721.0996,2019-11-23 23:59:59.999,55595157.5640424,177816,188200.09056,28306514.6769532
2019-11-24,ETHUSDT,151.84,152.86,138.62,139.96,352319.21558,2019-11-24 23:59:59.999,51503705.1777392,158774,169721.62425,24806572.1068147
2019-11-25,ETHUSDT,139.99,151.5,131.45,145.69,749675.41303,2019-11-25 23:59:59.999,106186791.3371651,238649,369097.78378,52341190.6192298
2019-11-26,ETHUSDT,145.81,149.97,143.37,147.47,354023.04298,2019-11-26 23:59:59.999,51873405.0392909,132207,172671.00371,25305494.2180026
2019-11-27,ETHUSDT,147.47,155.54,140.84,152.62,564796.4284,2019-11-27 23:59:59.999,83505998.0548896,192325,290667.89068,43041430.8830502
2019-11-28,ETHUSDT,152.61,154.63,149.09,150.72,317714.56326,2019-11-28 23:59:59.999,48324220.6205619,124573,158837.00332,24159931.8093863
2019-11-29,ETHUSDT,150.69,157.6,150.23,154.57,328712.25558,2019-11-29 23:59:59.999,50649319.1209473,129774,171812.20099,26479251.4842168
2019-11-30,ETHUSDT,154.54,155.25,149.7,151.37,226863.41299,2019-11-30 23:59:59.999,34617912.1786886,96632,115076.90179,17567465.0749285
2019-12-01,ETHUSDT,151.43,152.49,145.79,150.73,344178.14088,2019-12-01 23:59:59.999,51148792.0829982,125550,172849.45417,25693814.9444398
2019-12-02,ETHUSDT,150.72,151.42,146.71,148.65,233839.0973,2019-12-02 23:59:59.999,34768563.4718647,107070,114158.87515,16974888.5377017
2019-12-03,ETHUSDT,148.66,149.93,145.77,147.17,196329.22503,2019-12-03 23:59:59.999,29061161.1017757,87660,100293.6245,14844721.3242409
2019-12-04,ETHUSDT,147.19,151.98,143.15,145.38,434490.46521,2019-12-04 23:59:59.999,63849308.2935722,149685,211432.92469,31093837.7156728
2019-12-05,ETHUSDT,145.45,149.02,143.64,148.1,299073.53972,2019-12-05 23:59:59.999,43777241.5908236,111694,159810.68936,23382484.6769174
2019-12-06,ETHUSDT,148.11,149.77,145.74,148.45,220674.68581,2019-12-06 23:59:59.999,32549526.3995979,90076,118938.06254,17547902.3223548
2019-12-07,ETHUSDT,148.46,149.49,146.85,147.14,140471.68588,2019-12-07 23:59:59.999,20799551.3456956,70677,73739.81386,10919841.5777131
2019-12-08,ETHUSDT,147.16,151.62,146.11,150.44,205301.6026,2019-12-08 23:59:59.999,30606289.2853915,79766,113946.96048,16985317.5275958
2019-12-09,ETHUSDT,150.44,151.19,146.56,147.38,243775.99249,2019-12-09 23:59:59.999,36345702.3480885,92204,113225.94088,16892414.5210266
2019-12-10,ETHUSDT,147.4,148.57,143.81,145.56,203215.84937,2019-12-10 23:59:59.999,29746845.4324287,85725,96914.54456,14189982.0538624
2019-12-11,ETHUSDT,145.53,146.34,142.12,143.39,157843.10484,2019-12-11 23:59:59.999,22772651.1681289,69834,82484.40373,11897456.5880118
2019-12-12,ETHUSDT,143.41,145.85,139.24,144.87,261615.30437,2019-12-12 23:59:59.999,37425277.0381235,99231,127845.69433,18297930.2101783
2019-12-13,ETHUSDT,144.87,146.0,142.8,144.8,160695.18556,2019-12-13 23:59:59.999,23203419.9616187,90805,82252.75063,11879184.4104583
2019-12-14,ETHUSDT,144.8,145.07,141.18,141.79,126232.59201,2019-12-14 23:59:59.999,18027581.3595459,76951,59729.52052,8537450.1078795
2019-12-15,ETHUSDT,141.79,144.12,139.92,142.46,151189.65877,2019-12-15 23:59:59.999,21495196.818885,77131,73238.69048,10413387.0646038
2019-12-16,ETHUSDT,142.46,142.72,127.93,132.73,471018.85942,2019-12-16 23:59:59.999,63632055.5849407,153717,215716.73176,29112565.6952039
2019-12-17,ETHUSDT,132.72,132.98,119.11,121.88,563257.36001,2019-12-17 23:59:59.999,71709329.2689193,178977,272414.29784,34693963.8819766
2019-12-18,ETHUSDT,121.88,134.87,116.26,132.78,884960.91334,2019-12-18 23:59:59.999,110566290.5693325,252627,469544.6644,58667753.4696598
2019-12-19,ETHUSDT,132.8,134.0,125.69,128.1,420674.8172,2019-12-19 23:59:59.999,53766864.1851899,154222,204489.68391,26131287.0404213
2019-12-20,ETHUSDT,128.1,129.39,125.84,128.19,213897.4673,2019-12-20 23:59:59.999,27266605.4848642,90922,109755.28767,13990539.6839859
2019-12-21,ETHUSDT,128.19,128.4,126.5,126.99,135196.11641,2019-12-21 23:59:59.999,17199278.7946842,64847,64958.5023,8263790.3282736
2019-12-22,ETHUSDT,127.0,133.07,126.82,132.09,253140.72413,2019-12-22 23:59:59.999,32938501.021757,91028,130908.05583,17045189.4024396
2019-12-23,ETHUSDT,132.12,135.1,126.0,127.8,421600.75655,2019-12-23 23:59:59.999,55501305.920123,145867,194731.2118,25638865.7856889
2019-12-24,ETHUSDT,127.8,129.69,126.61,127.75,200637.10098,2019-12-24 23:59:59.999,25667665.1420103,87657,100608.48356,12872420.0888793
2019-12-25,ETHUSDT,127.7,127.84,123.07,125.09,225004.4909,2019-12-25 23:59:59.999,28144469.160729,93397,98563.1461,12331982.1951846
2019-12-26,ETHUSDT,125.09,132.26,124.32,125.58,274986.52097,2019-12-26 23:59:59.999,34943780.9092039,103034,128410.01213,16332907.9297444
2019-12-27,ETHUSDT,125.58,127.1,121.91,126.29,240012.37451,2019-12-27 23:59:59.999,30020098.8891311,102142,115839.00216,14500702.3486646
2019-12-28,ETHUSDT,126.28,129.68,125.84,128.11,196893.52277,2019-12-28 23:59:59.999,25177121.1470641,82441,95994.94508,12279856.6972605
2019-12-29,ETHUSDT,128.11,138.07,127.52,134.36,316347.26666,2019-12-29 23:59:59.999,41893078.3622121,115498,154769.9807,20495780.1812765
2019-12-30,ETHUSDT,134.36,136.24,130.3,131.59,320347.21956,2019-12-30 23:59:59.999,42636559.3824152,101293,153829.18058,20482964.2651629
2019-12-31,ETHUSDT,131.61,133.68,128.17,129.16,264933.98418,2019-12-31 23:59:59.999,34678632.1795937,95085,131010.02709,17146486.4936881
2020-01-01,ETHUSDT,129.16,133.05,128.68,130.77,144770.52197,2020-01-01 23:59:59.999,18952318.5320643,75888,71847.93883,9407940.1610683
2020-01-02,ETHUSDT,130.72,130.78,126.38,127.19,213757.05806,2020-01-02 23:59:59.999,27486853.3948215,96193,105830.56192,13615064.5687285
